in:Length,in:Height,in:Division,in:Truss type,out:Translation,out:TotalWeight,out:Frequency,img
11,5,6,HOWE,9.804,520.486,29.158,11_5_6_HOWE.png
12,5,6,HOWE,10.137,536.62,27.379,12_5_6_HOWE.png
13,5,6,HOWE,10.128,555.132,27.551,13_5_6_HOWE.png
14,5,6,HOWE,10.396,596.767,25.817,14_5_6_HOWE.png
15,5,6,HOWE,10.861029,612.078,24.225,15_5_6_HOWE.png
16,5,6,HOWE,10.686147,642.647,22.724,16_5_6_HOWE.png
17,5,6,HOWE,11.28342,658.811,21.292,17_5_6_HOWE.png
18,5,6,HOWE,10.998738,717.229,19.83,18_5_6_HOWE.png
19,5,6,HOWE,11.595263,743.215,18.987,19_5_6_HOWE.png
20,5,6,HOWE,12.350523,756.788,17.845,20_5_6_HOWE.png
21,5,6,HOWE,12.306529,792.192,18.497,21_5_6_HOWE.png
22,5,6,HOWE,12.95785,824.15,17.793,22_5_6_HOWE.png
23,5,6,HOWE,13.647864,858.095,16.853,23_5_6_HOWE.png
24,5,6,HOWE,13.613148,912.977,16.526,24_5_6_HOWE.png
25,5,6,HOWE,14.336003,950.386,15.819,25_5_6_HOWE.png
10,1,7,HOWE,12.004057,255.632,46.871,10_1_7_HOWE.png
11,1,7,HOWE,13.773067,298.099,40.571,11_1_7_HOWE.png
12,1,7,HOWE,15.603166,349.154,35.316,12_1_7_HOWE.png
13,1,7,HOWE,17.918161,398.647,30.939,13_1_7_HOWE.png
14,1,7,HOWE,20.440145,455.213,27.128,14_1_7_HOWE.png
15,1,7,HOWE,22.848185,514.006,24.185,15_1_7_HOWE.png
16,1,7,HOWE,25.337182,583.536,21.634,16_1_7_HOWE.png
17,1,7,HOWE,29.202203,631.504,19.372,17_1_7_HOWE.png
18,1,7,HOWE,32.274174,706.795,17.507,18_1_7_HOWE.png
19,1,7,HOWE,35.574161,785.568,15.877,19_1_7_HOWE.png
20,1,7,HOWE,39.619188,851.821,14.449,20_1_7_HOWE.png
21,1,7,HOWE,43.345204,936.778,13.247,21_1_7_HOWE.png
22,1,7,HOWE,46.422174,1050.777,12.091,22_1_7_HOWE.png
23,1,7,HOWE,50.199176,1155.089,11.151,23_1_7_HOWE.png
24,1,7,HOWE,53.840177,1270.572,10.328,24_1_7_HOWE.png
25,1,7,HOWE,60.415181,1322.726,9.572,25_1_7_HOWE.png
10,2,7,HOWE,9.412036,255.95,51.804,10_2_7_HOWE.png
11,2,7,HOWE,10.291041,277.117,46.645,11_2_7_HOWE.png
12,2,7,HOWE,11.233051,301.549,43.139,12_2_7_HOWE.png
13,2,7,HOWE,11.979001,331.689,39.602,13_2_7_HOWE.png
14,2,7,HOWE,13.287,358.832,36.087,14_2_7_HOWE.png
15,2,7,HOWE,14.505,391.768,33.405,15_2_7_HOWE.png
16,2,7,HOWE,15.945,425.32,30.692,16_2_7_HOWE.png
17,2,7,HOWE,16.92,472.757,28.418,17_2_7_HOWE.png
18,2,7,HOWE,18.876,497.043,26.044,18_2_7_HOWE.png
19,2,7,HOWE,19.75,556.141,24.14,19_2_7_HOWE.png
20,2,7,HOWE,21.189,612.623,22.217,20_2_7_HOWE.png
21,2,7,HOWE,21.916,687.261,20.722,21_2_7_HOWE.png
22,2,7,HOWE,24.388022,717.327,19.32,22_2_7_HOWE.png
23,2,7,HOWE,26.743,751.595,18.127,23_2_7_HOWE.png
24,2,7,HOWE,27.61402,843.96,16.848,24_2_7_HOWE.png
25,2,7,HOWE,29.718002,897.93,15.671,25_2_7_HOWE.png
10,3,7,HOWE,9.219141,356.046,44.349,10_3_7_HOWE.png
11,3,7,HOWE,9.855094,370.809,41.679,11_3_7_HOWE.png
12,3,7,HOWE,10.583113,385.236,39.224,12_3_7_HOWE.png
13,3,7,HOWE,11.554053,392.268,36.683,13_3_7_HOWE.png
14,3,7,HOWE,11.792064,421.983,34.448,14_3_7_HOWE.png
15,3,7,HOWE,12.69608,443.374,32.166,15_3_7_HOWE.png
16,3,7,HOWE,12.831735,483.77,30.441,16_3_7_HOWE.png
17,3,7,HOWE,14.066628,497.774,28.446,17_3_7_HOWE.png
18,3,7,HOWE,15.229798,521.001,26.667,18_3_7_HOWE.png
19,3,7,HOWE,15.631002,569.051,25.74,19_3_7_HOWE.png
20,3,7,HOWE,16.642131,607.281,24.284,20_3_7_HOWE.png
21,3,7,HOWE,17.354002,646.667,23.192,21_3_7_HOWE.png
22,3,7,HOWE,18.705,675.404,21.775,22_3_7_HOWE.png
23,3,7,HOWE,19.406796,737.51,20.22,23_3_7_HOWE.png
24,3,7,HOWE,19.687525,812.641,19.442,24_3_7_HOWE.png
25,3,7,HOWE,21.03385,863.822,18.282,25_3_7_HOWE.png
10,4,7,HOWE,9.919085,503.201,36.428,10_4_7_HOWE.png
11,4,7,HOWE,10.397111,513.098,34.868,11_4_7_HOWE.png
12,4,7,HOWE,10.940073,523.128,33.289,12_4_7_HOWE.png
13,4,7,HOWE,11.228774,541.435,30.691,13_4_7_HOWE.png
14,4,7,HOWE,11.44677,563.443,30.387,14_4_7_HOWE.png
15,4,7,HOWE,12.188835,574.436,28.794,15_4_7_HOWE.png
16,4,7,HOWE,12.889585,593.12,27.273,16_4_7_HOWE.png
17,4,7,HOWE,12.745487,635.862,25.823,17_4_7_HOWE.png
18,4,7,HOWE,13.560711,655.193,24.551,18_4_7_HOWE.png
19,4,7,HOWE,14.429716,674.797,23.363,19_4_7_HOWE.png
20,4,7,HOWE,14.67469,711.116,23.313,20_4_7_HOWE.png
21,4,7,HOWE,15.361974,751.116,22.095,21_4_7_HOWE.png
22,4,7,HOWE,16.36145,773.443,21.121,22_4_7_HOWE.png
23,4,7,HOWE,16.512939,826.479,20.437,23_4_7_HOWE.png
24,4,7,HOWE,17.416941,863.159,19.503,24_4_7_HOWE.png
25,4,7,HOWE,18.434637,897.176,18.507,25_4_7_HOWE.png
10,5,7,HOWE,11.018044,691.83,29.916,10_5_7_HOWE.png
11,5,7,HOWE,11.111921,706.027,28.526,11_5_7_HOWE.png
12,5,7,HOWE,10.895385,770.036,28.018,12_5_7_HOWE.png
13,5,7,HOWE,11.359276,780.024,26.964,13_5_7_HOWE.png
14,5,7,HOWE,11.844328,791.084,25.861,14_5_7_HOWE.png
15,5,7,HOWE,12.364652,805.769,24.86,15_5_7_HOWE.png
16,5,7,HOWE,12.723147,827.333,22.484,16_5_7_HOWE.png
17,5,7,HOWE,12.626267,859.586,22.783,17_5_7_HOWE.png
18,5,7,HOWE,13.201657,882.491,21.721,18_5_7_HOWE.png
19,5,7,HOWE,13.871111,901.813,20.806,19_5_7_HOWE.png
20,5,7,HOWE,14.465501,933.356,18.282,20_5_7_HOWE.png
21,5,7,HOWE,14.641244,949.529,20.219,21_5_7_HOWE.png
22,5,7,HOWE,15.264722,983.102,19.379,22_5_7_HOWE.png
23,5,7,HOWE,15.882416,1023.112,18.662,23_5_7_HOWE.png
24,5,7,HOWE,15.781322,1079.652,18.307,24_5_7_HOWE.png
25,5,7,HOWE,16.713865,1096.704,17.511,25_5_7_HOWE.png
10,1,8,HOWE,12.179,290.523,46.899,10_1_8_HOWE.png
11,1,8,HOWE,14.512,326.164,40.799,11_1_8_HOWE.png
12,1,8,HOWE,15.759,394.026,35.656,12_1_8_HOWE.png
13,1,8,HOWE,18.392,439.163,31.339,13_1_8_HOWE.png
14,1,8,HOWE,20.575,498.689,27.833,14_1_8_HOWE.png
15,1,8,HOWE,23.788,544.705,24.751,15_1_8_HOWE.png
16,1,8,HOWE,26.454,613.133,22.169,16_1_8_HOWE.png
17,1,8,HOWE,29.199,691.208,19.912,17_1_8_HOWE.png
18,1,8,HOWE,32.996,751.791,17.98,18_1_8_HOWE.png
19,1,8,HOWE,36.473,827.6,16.368,19_1_8_HOWE.png
20,1,8,HOWE,39.376,926.149,14.876,20_1_8_HOWE.png
21,1,8,HOWE,44.039,993.511,13.647,21_1_8_HOWE.png
22,1,8,HOWE,47.681,1099.467,12.497,22_1_8_HOWE.png
23,1,8,HOWE,52.078,1199.863,11.507,23_1_8_HOWE.png
24,1,8,HOWE,55.258,1316.04,10.693,24_1_8_HOWE.png
25,1,8,HOWE,60.352,1433.979,9.84,25_1_8_HOWE.png
10,2,8,HOWE,10.106,312.813,49.567,10_2_8_HOWE.png
11,2,8,HOWE,11.179,332.638,45.613,11_2_8_HOWE.png
12,2,8,HOWE,12.129,356.4,41.886,12_2_8_HOWE.png
13,2,8,HOWE,13.292,377.912,39.007,13_2_8_HOWE.png
14,2,8,HOWE,14.472,406.168,35.639,14_2_8_HOWE.png
15,2,8,HOWE,15.663,442.563,33.336,15_2_8_HOWE.png
16,2,8,HOWE,16.708,484.023,30.904,16_2_8_HOWE.png
17,2,8,HOWE,18.254,518.658,28.536,17_2_8_HOWE.png
18,2,8,HOWE,19.126,573.985,25.866,18_2_8_HOWE.png
19,2,8,HOWE,20.908,617.504,24.45,19_2_8_HOWE.png
20,2,8,HOWE,22.52,658.603,22.56,20_2_8_HOWE.png
21,2,8,HOWE,24.15,715.31,21.172,21_2_8_HOWE.png
22,2,8,HOWE,26.225,756.194,19.819,22_2_8_HOWE.png
23,2,8,HOWE,28.69,791.035,18.592,23_2_8_HOWE.png
24,2,8,HOWE,29.31,885.835,17.334,24_2_8_HOWE.png
25,2,8,HOWE,32.056,922.395,16.31,25_2_8_HOWE.png
10,3,8,HOWE,10.52,434.585,41.279,10_3_8_HOWE.png
11,3,8,HOWE,11.154,449.223,39.311,11_3_8_HOWE.png
12,3,8,HOWE,11.997,457.588,37.342,12_3_8_HOWE.png
13,3,8,HOWE,12.396,483.174,34.983,13_3_8_HOWE.png
14,3,8,HOWE,13.198,504.4,33.016,14_3_8_HOWE.png
15,3,8,HOWE,13.681,532.775,31.924,15_3_8_HOWE.png
16,3,8,HOWE,14.81,546.739,30.131,16_3_8_HOWE.png
17,3,8,HOWE,15.48,578.178,27.875,17_3_8_HOWE.png
18,3,8,HOWE,16.569,600.332,27.437,18_3_8_HOWE.png
19,3,8,HOWE,17.678,631.098,25.883,19_3_8_HOWE.png
20,3,8,HOWE,18.184,679.238,24.649,20_3_8_HOWE.png
21,3,8,HOWE,19.358,725.294,23.221,21_3_8_HOWE.png
22,3,8,HOWE,20.34,761.578,21.868,22_3_8_HOWE.png
23,3,8,HOWE,20.477088,834.889,20.859,23_3_8_HOWE.png
24,3,8,HOWE,21.506,891.979,19.794,24_3_8_HOWE.png
25,3,8,HOWE,22.886,942.814,18.685,25_3_8_HOWE.png
10,4,8,HOWE,11.949,578.995,33.757,10_4_8_HOWE.png
11,4,8,HOWE,12.079,627.339,32.235,11_4_8_HOWE.png
12,4,8,HOWE,12.193,648.068,30.849,12_4_8_HOWE.png
13,4,8,HOWE,12.752,659.388,29.69,13_4_8_HOWE.png
14,4,8,HOWE,12.904,682.773,29.215,14_4_8_HOWE.png
15,4,8,HOWE,13.565,695.587,28.065,15_4_8_HOWE.png
16,4,8,HOWE,14.19,717.514,26.873,16_4_8_HOWE.png
17,4,8,HOWE,14.917,736.383,25.787,17_4_8_HOWE.png
18,4,8,HOWE,15.804,749.578,24.66,18_4_8_HOWE.png
19,4,8,HOWE,16.213,776.397,24.232,19_4_8_HOWE.png
20,4,8,HOWE,16.905,808.137,23.195,20_4_8_HOWE.png
21,4,8,HOWE,17.732068,839.79,22.165,21_4_8_HOWE.png
22,4,8,HOWE,17.705,899.057,21.553,22_4_8_HOWE.png
23,4,8,HOWE,18.83708,916.119,20.616,23_4_8_HOWE.png
24,4,8,HOWE,19.684077,952.46,19.769,24_4_8_HOWE.png
25,4,8,HOWE,20.25564,995.946,18.737,25_4_8_HOWE.png
10,5,8,HOWE,11.989,882.835,27.67,10_5_8_HOWE.png
11,5,8,HOWE,12.368,888.508,27.016,11_5_8_HOWE.png
12,5,8,HOWE,12.716,903.848,26.281,12_5_8_HOWE.png
13,5,8,HOWE,13.135,914.912,25.54,13_5_8_HOWE.png
14,5,8,HOWE,13.58,926.105,24.841,14_5_8_HOWE.png
15,5,8,HOWE,14.083,937.418,24.069,15_5_8_HOWE.png
16,5,8,HOWE,14.695,942.435,23.318,16_5_8_HOWE.png
17,5,8,HOWE,15.212,961.625,22.536,17_5_8_HOWE.png
18,5,8,HOWE,15.29983,997.632,21.012,18_5_8_HOWE.png
19,5,8,HOWE,15.745,1020.033,21.743,19_5_8_HOWE.png
20,5,8,HOWE,16.472,1033.14,20.997,20_5_8_HOWE.png
21,5,8,HOWE,17.135,1056.966,20.289,21_5_8_HOWE.png
22,5,8,HOWE,17.005057,1102.672,19.911,22_5_8_HOWE.png
23,5,8,HOWE,17.531058,1142.621,19.254,23_5_8_HOWE.png
24,5,8,HOWE,18.404261,1158.417,18.57,24_5_8_HOWE.png
25,5,8,HOWE,19.131294,1194.367,17.897,25_5_8_HOWE.png
10,1,9,HOWE,12.502036,327.206,46.633,10_1_9_HOWE.png
11,1,9,HOWE,13.861037,387.541,40.697,11_1_9_HOWE.png
12,1,9,HOWE,16.049,435.862,35.718,12_1_9_HOWE.png
13,1,9,HOWE,18.565001,481.518,31.655,13_1_9_HOWE.png
14,1,9,HOWE,21.562056,527.474,28.076,14_1_9_HOWE.png
15,1,9,HOWE,23.577057,609.385,24.999,15_1_9_HOWE.png
16,1,9,HOWE,26.400057,677.928,22.463,16_1_9_HOWE.png
17,1,9,HOWE,28.650103,771.351,20.251,17_1_9_HOWE.png
18,1,9,HOWE,32.874118,821.658,18.359,18_1_9_HOWE.png
19,1,9,HOWE,36.206122,910.768,16.652,19_1_9_HOWE.png
20,1,9,HOWE,39.217113,1014.257,15.206,20_1_9_HOWE.png
21,1,9,HOWE,43.765103,1088.428,13.925,21_1_9_HOWE.png
22,1,9,HOWE,47.584101,1192.946,12.794,22_1_9_HOWE.png
23,1,9,HOWE,51.850121,1289.491,11.809,23_1_9_HOWE.png
24,1,9,HOWE,55.256102,1433.952,10.892,24_1_9_HOWE.png
25,1,9,HOWE,60.234118,1524.739,10.131,25_1_9_HOWE.png
10,2,9,HOWE,10.796074,364.445,47.14,10_2_9_HOWE.png
11,2,9,HOWE,11.867089,383.198,43.841,11_2_9_HOWE.png
12,2,9,HOWE,12.91403,404.963,40.579,12_2_9_HOWE.png
13,2,9,HOWE,14.233036,427.21,37.622,13_2_9_HOWE.png
14,2,9,HOWE,15.503044,456.418,35.226,14_2_9_HOWE.png
15,2,9,HOWE,16.034047,513.221,32.768,15_2_9_HOWE.png
16,2,9,HOWE,17.800052,537.481,30.415,16_2_9_HOWE.png
17,2,9,HOWE,18.904066,585.294,28.111,17_2_9_HOWE.png
18,2,9,HOWE,20.453,623.078,26.349,18_2_9_HOWE.png
19,2,9,HOWE,22.039,671.172,24.442,19_2_9_HOWE.png
20,2,9,HOWE,23.261094,734.104,22.809,20_2_9_HOWE.png
21,2,9,HOWE,25.051,780.739,21.337,21_2_9_HOWE.png
22,2,9,HOWE,27.384,816.123,20.011,22_2_9_HOWE.png
23,2,9,HOWE,28.089,909.325,18.701,23_2_9_HOWE.png
24,2,9,HOWE,31.031264,938.52,17.519,24_2_9_HOWE.png
25,2,9,HOWE,32.881,1016.332,16.434,25_2_9_HOWE.png
10,3,9,HOWE,11.372074,527.921,38.349,10_3_9_HOWE.png
11,3,9,HOWE,12.059096,540.757,36.695,11_3_9_HOWE.png
12,3,9,HOWE,12.657076,561.717,35.134,12_3_9_HOWE.png
13,3,9,HOWE,13.0071,591.758,33.373,13_3_9_HOWE.png
14,3,9,HOWE,13.830505,610.77,31.809,14_3_9_HOWE.png
15,3,9,HOWE,14.770044,627.26,30.823,15_3_9_HOWE.png
16,3,9,HOWE,15.736053,649.984,29.325,16_3_9_HOWE.png
17,3,9,HOWE,16.979054,665.286,27.864,17_3_9_HOWE.png
18,3,9,HOWE,17.685478,703.491,26.296,18_3_9_HOWE.png
19,3,9,HOWE,18.435085,743.597,25.323,19_3_9_HOWE.png
20,3,9,HOWE,19.475072,780.184,24.048,20_3_9_HOWE.png
21,3,9,HOWE,20.709112,807.136,22.819,21_3_9_HOWE.png
22,3,9,HOWE,21.411844,865.631,21.12,22_3_9_HOWE.png
23,3,9,HOWE,22.463119,913.056,20.67,23_3_9_HOWE.png
24,3,9,HOWE,23.994078,943.407,19.7,24_3_9_HOWE.png
25,3,9,HOWE,24.352101,1023.439,18.772,25_3_9_HOWE.png
10,4,9,HOWE,12.621036,761.857,30.598,10_4_9_HOWE.png
11,4,9,HOWE,12.739057,781.773,29.731,11_4_9_HOWE.png
12,4,9,HOWE,13.252073,794.348,28.791,12_4_9_HOWE.png
13,4,9,HOWE,13.775118,801.481,28.465,13_4_9_HOWE.png
14,4,9,HOWE,14.315077,820.367,27.55,14_4_9_HOWE.png
15,4,9,HOWE,14.945116,835.501,26.682,15_4_9_HOWE.png
16,4,9,HOWE,15.60314,854.479,25.807,16_4_9_HOWE.png
17,4,9,HOWE,16.42474,868.146,24.899,17_4_9_HOWE.png
18,4,9,HOWE,17.014086,892.1,23.803,18_4_9_HOWE.png
19,4,9,HOWE,17.368887,926.01,23.425,19_4_9_HOWE.png
20,4,9,HOWE,18.115603,986.224,22.298,20_4_9_HOWE.png
21,4,9,HOWE,18.95277,1018.142,21.45,21_4_9_HOWE.png
22,4,9,HOWE,19.636068,1062.023,20.617,22_4_9_HOWE.png
23,4,9,HOWE,20.385197,1097.071,19.824,23_4_9_HOWE.png
24,4,9,HOWE,21.156704,1138.646,18.271,24_4_9_HOWE.png
25,4,9,HOWE,21.763412,1180.867,18.51,25_4_9_HOWE.png
10,5,9,HOWE,13.927037,1005.726,25.623,10_5_9_HOWE.png
11,5,9,HOWE,14.32605,1018.205,25.056,11_5_9_HOWE.png
12,5,9,HOWE,14.787075,1026.454,24.512,12_5_9_HOWE.png
13,5,9,HOWE,15.223061,1038.821,23.957,13_5_9_HOWE.png
14,5,9,HOWE,15.736096,1042.587,23.464,14_5_9_HOWE.png
15,5,9,HOWE,16.175119,1061.667,22.887,15_5_9_HOWE.png
16,5,9,HOWE,16.801584,1066.688,22.355,16_5_9_HOWE.png
17,5,9,HOWE,16.969073,1101.658,21.603,17_5_9_HOWE.png
18,5,9,HOWE,17.023761,1133.485,21.537,18_5_9_HOWE.png
19,5,9,HOWE,17.72166,1147.116,20.941,19_5_9_HOWE.png
20,5,9,HOWE,18.479602,1160.855,20.343,20_5_9_HOWE.png
21,5,9,HOWE,19.155188,1185.327,19.767,21_5_9_HOWE.png
22,5,9,HOWE,20.022201,1199.804,19.179,22_5_9_HOWE.png
23,5,9,HOWE,20.710926,1233.017,18.591,23_5_9_HOWE.png
24,5,9,HOWE,21.099477,1280.09,17.937,24_5_9_HOWE.png
25,5,9,HOWE,21.028933,1334,17.658,25_5_9_HOWE.png
10,1,10,HOWE,12.89,364.778,45.964,10_1_10_HOWE.png
11,1,10,HOWE,14.757,413.133,40.428,11_1_10_HOWE.png
12,1,10,HOWE,16.774,468.775,35.618,12_1_10_HOWE.png
13,1,10,HOWE,19.256,520.24,31.55,13_1_10_HOWE.png
14,1,10,HOWE,21.358,590.653,28.166,14_1_10_HOWE.png
15,1,10,HOWE,23.49,672.387,25.211,15_1_10_HOWE.png
16,1,10,HOWE,26.168,753.562,22.619,16_1_10_HOWE.png
17,1,10,HOWE,30.116,803.531,20.446,17_1_10_HOWE.png
18,1,10,HOWE,33.5,880.413,18.538,18_1_10_HOWE.png
19,1,10,HOWE,36.374,983.1,16.88,19_1_10_HOWE.png
20,1,10,HOWE,39.54,1093.06,15.385,20_1_10_HOWE.png
21,1,10,HOWE,43.135,1196.49,14.109,21_1_10_HOWE.png
22,1,10,HOWE,47.241,1284.577,13.032,22_1_10_HOWE.png
23,1,10,HOWE,51.789,1391.601,11.992,23_1_10_HOWE.png
24,1,10,HOWE,55.954,1504.721,11.122,24_1_10_HOWE.png
25,1,10,HOWE,61.651,1593.217,10.321,25_1_10_HOWE.png
10,2,10,HOWE,11.876,413.888,44.929,10_2_10_HOWE.png
11,2,10,HOWE,12.945,434.86,41.994,11_2_10_HOWE.png
12,2,10,HOWE,14.051,456.891,39.187,12_2_10_HOWE.png
13,2,10,HOWE,14.86,496.487,36.677,13_2_10_HOWE.png
14,2,10,HOWE,16.2,525.831,34.155,14_2_10_HOWE.png
15,2,10,HOWE,17.57,555.863,31.884,15_2_10_HOWE.png
16,2,10,HOWE,18.599,610.86,29.51,16_2_10_HOWE.png
17,2,10,HOWE,19.781,657.801,27.676,17_2_10_HOWE.png
18,2,10,HOWE,21.259,705.246,25.786,18_2_10_HOWE.png
19,2,10,HOWE,22.382,767.853,24.142,19_2_10_HOWE.png
20,2,10,HOWE,24.118,813.656,22.597,20_2_10_HOWE.png
21,2,10,HOWE,26.362,848.315,21.144,21_2_10_HOWE.png
22,2,10,HOWE,28.156,910.23,19.833,22_2_10_HOWE.png
23,2,10,HOWE,30.196,960.083,18.642,23_2_10_HOWE.png
24,2,10,HOWE,32.339,1013.451,17.544,24_2_10_HOWE.png
25,2,10,HOWE,33.432,1113.623,16.481,25_2_10_HOWE.png
10,3,10,HOWE,12.797,611.605,35.769,10_3_10_HOWE.png
11,3,10,HOWE,13.548,620.777,34.485,11_3_10_HOWE.png
12,3,10,HOWE,14.011,643.33,33.134,12_3_10_HOWE.png
13,3,10,HOWE,14.754,662.702,31.805,13_3_10_HOWE.png
14,3,10,HOWE,15.356,686.248,30.767,14_3_10_HOWE.png
15,3,10,HOWE,16.223,709.282,29.448,15_3_10_HOWE.png
16,3,10,HOWE,17.336,725.413,28.144,16_3_10_HOWE.png
17,3,10,HOWE,18.276,755.462,26.866,17_3_10_HOWE.png
18,3,10,HOWE,18.973,795.589,25.643,18_3_10_HOWE.png
19,3,10,HOWE,20.346,813.902,24.462,19_3_10_HOWE.png
20,3,10,HOWE,21.333,848.386,23.245,20_3_10_HOWE.png
21,3,10,HOWE,22.128,898.047,22.395,21_3_10_HOWE.png
22,3,10,HOWE,23.47,929.455,21.356,22_3_10_HOWE.png
23,3,10,HOWE,24.491,983.249,20.298,23_3_10_HOWE.png
24,3,10,HOWE,25.006,1057.074,19.433,24_3_10_HOWE.png
25,3,10,HOWE,26.677,1087.091,18.529,25_3_10_HOWE.png
10,4,10,HOWE,13.924,919.129,28.181,10_4_10_HOWE.png
11,4,10,HOWE,14.11,937.059,27.773,11_4_10_HOWE.png
12,4,10,HOWE,14.691,944.903,27.085,12_4_10_HOWE.png
13,4,10,HOWE,15.171,966.557,26.336,13_4_10_HOWE.png
14,4,10,HOWE,15.785,980.87,25.6,14_4_10_HOWE.png
15,4,10,HOWE,16.257,1010.538,24.878,15_4_10_HOWE.png
16,4,10,HOWE,17.081,1019.695,24.147,16_4_10_HOWE.png
17,4,10,HOWE,17.895,1034.428,23.396,17_4_10_HOWE.png
18,4,10,HOWE,18.628,1058.383,22.667,18_4_10_HOWE.png
19,4,10,HOWE,19.19,1084.581,21.969,19_4_10_HOWE.png
20,4,10,HOWE,19.943,1116.507,21.235,20_4_10_HOWE.png
21,4,10,HOWE,20.343,1161.937,20.403,21_4_10_HOWE.png
22,4,10,HOWE,21.014,1192.677,19.455,22_4_10_HOWE.png
23,4,10,HOWE,22.039,1219.004,19.347,23_4_10_HOWE.png
24,4,10,HOWE,23.09,1246.142,18.683,24_4_10_HOWE.png
25,4,10,HOWE,24.055,1288.243,18.012,25_4_10_HOWE.png
10,5,10,HOWE,16.04,1146.879,23.688,10_5_10_HOWE.png
11,5,10,HOWE,16.537,1154.879,23.209,11_5_10_HOWE.png
12,5,10,HOWE,17.024,1159.515,22.807,12_5_10_HOWE.png
13,5,10,HOWE,17.543,1166.623,22.378,13_5_10_HOWE.png
14,5,10,HOWE,17.953,1188.641,21.899,14_5_10_HOWE.png
15,5,10,HOWE,18.463,1202.685,21.437,15_5_10_HOWE.png
16,5,10,HOWE,19.013,1216.838,20.971,16_5_10_HOWE.png
17,5,10,HOWE,19.169,1243.871,20.594,17_5_10_HOWE.png
18,5,10,HOWE,19.364,1327.249,19.884,18_5_10_HOWE.png
19,5,10,HOWE,19.6,1355.962,19.315,19_5_10_HOWE.png
20,5,10,HOWE,19.742886,1396.216,18.605,20_5_10_HOWE.png
21,5,10,HOWE,20.457,1412.755,18.71,21_5_10_HOWE.png
22,5,10,HOWE,21.045,1446.23,18.223,22_5_10_HOWE.png
23,5,10,HOWE,21.894,1462.798,17.737,23_5_10_HOWE.png
24,5,10,HOWE,22.57,1498.734,17.253,24_5_10_HOWE.png
25,5,10,HOWE,23.411,1524.482,16.799,25_5_10_HOWE.png
