in:Length,in:Height,in:Division,in:Truss type,out:Translation,out:TotalWeight,out:Frequency,img
21,4,8,PRATT,15.397,947.964,22.412,21_4_8_PRATT.png
22,4,8,PRATT,16.271,967.952,21.489,22_4_8_PRATT.png
23,4,8,PRATT,16.963055,999.781,20.712,23_4_8_PRATT.png
24,4,8,PRATT,17.406053,1052.281,19.969,24_4_8_PRATT.png
25,4,8,PRATT,18.40706,1074.753,19.15,25_4_8_PRATT.png
10,5,8,PRATT,11.589,831.262,28.611,10_5_8_PRATT.png
11,5,8,PRATT,12.558,817.243,27.546,11_5_8_PRATT.png
12,5,8,PRATT,12.865,829.507,26.853,12_5_8_PRATT.png
13,5,8,PRATT,13.199,842.026,26.145,13_5_8_PRATT.png
14,5,8,PRATT,13.171,907.898,25.194,14_5_8_PRATT.png
15,5,8,PRATT,13.569,921.37,24.485,15_5_8_PRATT.png
16,5,8,PRATT,14.01,935.106,23.762,16_5_8_PRATT.png
17,5,8,PRATT,14.377,955.932,23.084,17_5_8_PRATT.png
18,5,8,PRATT,14.794,975.874,22.486,18_5_8_PRATT.png
19,5,8,PRATT,15.345,991.088,21.762,19_5_8_PRATT.png
20,5,8,PRATT,15.683,1025.46,21.078,20_5_8_PRATT.png
21,5,8,PRATT,15.973028,1068.3,20.401,21_5_8_PRATT.png
22,5,8,PRATT,15.887,1176.246,19.604,22_5_8_PRATT.png
23,5,8,PRATT,16.517037,1196.122,18.959,23_5_8_PRATT.png
24,5,8,PRATT,17.198164,1216.238,18.323,24_5_8_PRATT.png
25,5,8,PRATT,17.72319,1249.222,17.805,25_5_8_PRATT.png
10,1,9,PRATT,11.877038,342.371,46.811,10_1_9_PRATT.png
11,1,9,PRATT,13.611042,393.731,40.759,11_1_9_PRATT.png
12,1,9,PRATT,15.771046,440.711,35.856,12_1_9_PRATT.png
13,1,9,PRATT,17.67305,507.674,31.561,13_1_9_PRATT.png
14,1,9,PRATT,19.829056,578.446,27.944,14_1_9_PRATT.png
15,1,9,PRATT,21.954492,657.42,24.979,15_1_9_PRATT.png
16,1,9,PRATT,25.620538,698.686,22.471,16_1_9_PRATT.png
17,1,9,PRATT,28.345498,783.1,20.229,17_1_9_PRATT.png
18,1,9,PRATT,31.926559,848.053,18.342,18_1_9_PRATT.png
19,1,9,PRATT,34.530157,957.366,16.662,19_1_9_PRATT.png
20,1,9,PRATT,37.777623,1064.053,15.144,20_1_9_PRATT.png
21,1,9,PRATT,42.565611,1125.882,13.891,21_1_9_PRATT.png
22,1,9,PRATT,45.810623,1244.244,12.769,22_1_9_PRATT.png
23,1,9,PRATT,50.288616,1346.917,11.748,23_1_9_PRATT.png
24,1,9,PRATT,54.1666,1468.559,10.872,24_1_9_PRATT.png
25,1,9,PRATT,57.387635,1626.8,10.065,25_1_9_PRATT.png
10,2,9,PRATT,9.318181,408.251,47.965,10_2_9_PRATT.png
11,2,9,PRATT,10.208108,431.129,44.634,11_2_9_PRATT.png
12,2,9,PRATT,11.551113,443.85,41.328,12_2_9_PRATT.png
13,2,9,PRATT,12.917035,461.325,38.308,13_2_9_PRATT.png
14,2,9,PRATT,13.717042,507.273,35.463,14_2_9_PRATT.png
15,2,9,PRATT,15.041,539.561,32.838,15_2_9_PRATT.png
16,2,9,PRATT,15.793,599.975,30.406,16_2_9_PRATT.png
17,2,9,PRATT,17.178001,642.18,28.18,17_2_9_PRATT.png
18,2,9,PRATT,17.783054,722.621,26.112,18_2_9_PRATT.png
19,2,9,PRATT,19.514001,759.902,24.45,19_2_9_PRATT.png
20,2,9,PRATT,21.629072,792.399,22.767,20_2_9_PRATT.png
21,2,9,PRATT,22.821071,857.862,21.318,21_2_9_PRATT.png
22,2,9,PRATT,25.359081,886.424,19.902,22_2_9_PRATT.png
23,2,9,PRATT,25.675077,1004.548,18.632,23_2_9_PRATT.png
24,2,9,PRATT,26.846072,1091.241,17.504,24_2_9_PRATT.png
25,2,9,PRATT,29.236079,1136.943,16.505,25_2_9_PRATT.png
10,3,9,PRATT,10.075229,560.999,39.352,10_3_9_PRATT.png
11,3,9,PRATT,10.654211,575.185,37.691,11_3_9_PRATT.png
12,3,9,PRATT,11.197338,605.85,35.654,12_3_9_PRATT.png
13,3,9,PRATT,12.061423,618.132,33.939,13_3_9_PRATT.png
14,3,9,PRATT,12.770251,642.219,32.254,14_3_9_PRATT.png
15,3,9,PRATT,13.000318,702.913,30.49,15_3_9_PRATT.png
16,3,9,PRATT,13.852157,726.443,29.034,16_3_9_PRATT.png
17,3,9,PRATT,14.79717,751.889,27.816,17_3_9_PRATT.png
18,3,9,PRATT,15.744198,777.174,26.575,18_3_9_PRATT.png
19,3,9,PRATT,16.817052,806.144,25.229,19_3_9_PRATT.png
20,3,9,PRATT,17.822059,836.367,24.091,20_3_9_PRATT.png
21,3,9,PRATT,18.425053,891.244,22.961,21_3_9_PRATT.png
22,3,9,PRATT,19.861053,913.95,21.824,22_3_9_PRATT.png
23,3,9,PRATT,20.302,982.215,20.843,23_3_9_PRATT.png
24,3,9,PRATT,20.883,1067.817,19.845,24_3_9_PRATT.png
25,3,9,PRATT,22.51,1094.208,18.88,25_3_9_PRATT.png
10,4,9,PRATT,11.036174,799.709,31.692,10_4_9_PRATT.png
11,4,9,PRATT,11.470265,810.175,30.822,11_4_9_PRATT.png
12,4,9,PRATT,11.882256,824.559,29.931,12_4_9_PRATT.png
13,4,9,PRATT,12.394403,831.125,29.115,13_4_9_PRATT.png
14,4,9,PRATT,12.915349,845.462,28.19,14_4_9_PRATT.png
15,4,9,PRATT,13.884412,846.41,27.057,15_4_9_PRATT.png
16,4,9,PRATT,14.441389,871.252,26.061,16_4_9_PRATT.png
17,4,9,PRATT,14.968289,895.041,25.214,17_4_9_PRATT.png
18,4,9,PRATT,16.069324,900.23,24.183,18_4_9_PRATT.png
19,4,9,PRATT,16.527346,935.692,23.415,19_4_9_PRATT.png
20,4,9,PRATT,16.70141,1012.471,22.526,20_4_9_PRATT.png
21,4,9,PRATT,17.59223,1031.611,21.703,21_4_9_PRATT.png
22,4,9,PRATT,18.146223,1073.218,20.988,22_4_9_PRATT.png
23,4,9,PRATT,18.793235,1105.116,20.302,23_4_9_PRATT.png
24,4,9,PRATT,19.435093,1145.396,19.622,24_4_9_PRATT.png
25,4,9,PRATT,19.865085,1207.562,18.913,25_4_9_PRATT.png
10,5,9,PRATT,12.78811,1022.396,26.194,10_5_9_PRATT.png
11,5,9,PRATT,13.107151,1036.495,25.635,11_5_9_PRATT.png
12,5,9,PRATT,13.488226,1046.508,25.095,12_5_9_PRATT.png
13,5,9,PRATT,13.824293,1060.783,24.544,13_5_9_PRATT.png
14,5,9,PRATT,14.189279,1075.329,23.985,14_5_9_PRATT.png
15,5,9,PRATT,14.640428,1080.776,23.477,15_5_9_PRATT.png
16,5,9,PRATT,15.08751,1095.202,22.891,16_5_9_PRATT.png
17,5,9,PRATT,15.509342,1120.479,22.242,17_5_9_PRATT.png
18,5,9,PRATT,16.040398,1136.025,21.643,18_5_9_PRATT.png
19,5,9,PRATT,16.625289,1151.813,21.039,19_5_9_PRATT.png
20,5,9,PRATT,16.506353,1256.949,20.156,20_5_9_PRATT.png
21,5,9,PRATT,17.318375,1277.99,19.515,21_5_9_PRATT.png
22,5,9,PRATT,17.841424,1304.6,19.065,22_5_9_PRATT.png
23,5,9,PRATT,18.547248,1323.821,18.509,23_5_9_PRATT.png
24,5,9,PRATT,18.504254,1439.412,17.914,24_5_9_PRATT.png
25,5,9,PRATT,19.27127,1460.786,17.389,25_5_9_PRATT.png
10,1,10,PRATT,12.25,380.718,46.189,10_1_10_PRATT.png
11,1,10,PRATT,14.211,427.873,40.495,11_1_10_PRATT.png
12,1,10,PRATT,15.658,501.185,35.686,12_1_10_PRATT.png
13,1,10,PRATT,18.211,548.954,31.607,13_1_10_PRATT.png
14,1,10,PRATT,20.098,631.696,28.057,14_1_10_PRATT.png
15,1,10,PRATT,23.379,675.929,25.2,15_1_10_PRATT.png
16,1,10,PRATT,26.339,746.433,22.655,16_1_10_PRATT.png
17,1,10,PRATT,28.233,853.918,20.499,17_1_10_PRATT.png
18,1,10,PRATT,32.904,895.338,18.557,18_1_10_PRATT.png
19,1,10,PRATT,35.21,1016.302,16.863,19_1_10_PRATT.png
20,1,10,PRATT,38.482,1119.405,15.395,20_1_10_PRATT.png
21,1,10,PRATT,42.351,1217.354,14.11,21_1_10_PRATT.png
22,1,10,PRATT,46.489,1312.007,12.996,22_1_10_PRATT.png
23,1,10,PRATT,50.413,1427.442,11.989,23_1_10_PRATT.png
24,1,10,PRATT,53.38,1589.956,11.08,24_1_10_PRATT.png
25,1,10,PRATT,58.484,1694.299,10.267,25_1_10_PRATT.png
10,2,10,PRATT,10.453,457.388,45.558,10_2_10_PRATT.png
11,2,10,PRATT,11.551,473.944,42.55,11_2_10_PRATT.png
12,2,10,PRATT,12.641,496.861,39.752,12_2_10_PRATT.png
13,2,10,PRATT,13.393,543.178,36.885,13_2_10_PRATT.png
14,2,10,PRATT,14.578,573.433,34.443,14_2_10_PRATT.png
15,2,10,PRATT,15.366,634.268,31.846,15_2_10_PRATT.png
16,2,10,PRATT,16.716,668.846,29.765,16_2_10_PRATT.png
17,2,10,PRATT,17.583,739.867,27.557,17_2_10_PRATT.png
18,2,10,PRATT,19.385,771.406,25.742,18_2_10_PRATT.png
19,2,10,PRATT,20.992,815.669,24.133,19_2_10_PRATT.png
20,2,10,PRATT,22.623,865.98,22.567,20_2_10_PRATT.png
21,2,10,PRATT,23.955,933.095,21.11,21_2_10_PRATT.png
22,2,10,PRATT,26.122,972.564,19.835,22_2_10_PRATT.png
23,2,10,PRATT,26.877,1084.245,18.537,23_2_10_PRATT.png
24,2,10,PRATT,29.088,1132.955,17.479,24_2_10_PRATT.png
25,2,10,PRATT,31.747,1172.918,16.476,25_2_10_PRATT.png
10,3,10,PRATT,11.17,673.857,36.262,10_3_10_PRATT.png
11,3,10,PRATT,11.799,684.519,34.979,11_3_10_PRATT.png
12,3,10,PRATT,12.443,700.532,33.621,12_3_10_PRATT.png
13,3,10,PRATT,12.703,753.955,32.01,13_3_10_PRATT.png
14,3,10,PRATT,13.503,770.998,30.658,14_3_10_PRATT.png
15,3,10,PRATT,14.264,793.778,29.428,15_3_10_PRATT.png
16,3,10,PRATT,15.141,819.314,28.238,16_3_10_PRATT.png
17,3,10,PRATT,16.148,844.1,26.892,17_3_10_PRATT.png
18,3,10,PRATT,17.068,872.332,25.756,18_3_10_PRATT.png
19,3,10,PRATT,18.337,892.228,24.554,19_3_10_PRATT.png
20,3,10,PRATT,18.936,944.76,23.482,20_3_10_PRATT.png
21,3,10,PRATT,20.05,983.588,22.336,21_3_10_PRATT.png
22,3,10,PRATT,21.427,1010.361,21.296,22_3_10_PRATT.png
23,3,10,PRATT,21.731,1105.283,20.321,23_3_10_PRATT.png
24,3,10,PRATT,23.361,1130.609,19.374,24_3_10_PRATT.png
25,3,10,PRATT,24.42,1187.474,18.509,25_3_10_PRATT.png
10,4,10,PRATT,13.04,902.215,29.183,10_4_10_PRATT.png
11,4,10,PRATT,13.529,911.095,28.442,11_4_10_PRATT.png
12,4,10,PRATT,14.041,920.419,27.753,12_4_10_PRATT.png
13,4,10,PRATT,14.535,935.568,27.013,13_4_10_PRATT.png
14,4,10,PRATT,15.077,950.978,26.266,14_4_10_PRATT.png
15,4,10,PRATT,15.674,966.639,25.51,15_4_10_PRATT.png
16,4,10,PRATT,16.154,992.533,24.792,16_4_10_PRATT.png
17,4,10,PRATT,16.304,1063.756,23.857,17_4_10_PRATT.png
18,4,10,PRATT,17.053,1081.28,23.106,18_4_10_PRATT.png
19,4,10,PRATT,17.874,1099.053,22.355,19_4_10_PRATT.png
20,4,10,PRATT,18.449,1134.427,21.692,20_4_10_PRATT.png
21,4,10,PRATT,19.387,1153.559,20.961,21_4_10_PRATT.png
22,4,10,PRATT,20.407,1172.91,20.239,22_4_10_PRATT.png
23,4,10,PRATT,20.926,1222.745,19.584,23_4_10_PRATT.png
24,4,10,PRATT,22.046,1243.861,18.899,24_4_10_PRATT.png
25,4,10,PRATT,21.737,1381.794,18.066,25_4_10_PRATT.png
10,5,10,PRATT,14.49,1189.228,24.259,10_5_10_PRATT.png
11,5,10,PRATT,15.577,1170.813,23.498,11_5_10_PRATT.png
12,5,10,PRATT,15.995,1176.939,23.106,12_5_10_PRATT.png
13,5,10,PRATT,16.437,1185.657,22.686,13_5_10_PRATT.png
14,5,10,PRATT,16.841,1200.677,22.234,14_5_10_PRATT.png
15,5,10,PRATT,17.273,1215.928,21.778,15_5_10_PRATT.png
16,5,10,PRATT,17.122,1316.357,20.987,16_5_10_PRATT.png
17,5,10,PRATT,17.616,1332.587,20.524,17_5_10_PRATT.png
18,5,10,PRATT,18.154,1349.077,20.053,18_5_10_PRATT.png
19,5,10,PRATT,18.548,1377.652,19.621,19_5_10_PRATT.png
20,5,10,PRATT,19.155,1395.255,19.147,20_5_10_PRATT.png
21,5,10,PRATT,19.815,1413.098,18.668,21_5_10_PRATT.png
22,5,10,PRATT,19.915,1519.283,18.006,22_5_10_PRATT.png
23,5,10,PRATT,20.481,1547.03,17.625,23_5_10_PRATT.png
24,5,10,PRATT,21.267,1567.031,17.159,24_5_10_PRATT.png
25,5,10,PRATT,21.627,1620.146,16.746,25_5_10_PRATT.png
10,1,4,WARREN,9.329,156.789,27.493,10_1_4_WARREN.png
11,1,4,WARREN,10.505,199.157,23.07,11_1_4_WARREN.png
12,1,4,WARREN,12.538,224.178,22.459,12_1_4_WARREN.png
13,1,4,WARREN,14.429,261.866,20.202,13_1_4_WARREN.png
14,1,4,WARREN,15.936,324.854,17.117,14_1_4_WARREN.png
15,1,4,WARREN,17.9,369.751,16.207,15_1_4_WARREN.png
16,1,4,WARREN,20.29,422.353,15.037,16_1_4_WARREN.png
17,1,4,WARREN,23.054,501.621,12.929,17_1_4_WARREN.png
18,1,4,WARREN,22.56,608.463,12.501,18_1_4_WARREN.png
19,1,4,WARREN,25.646,651.832,12.035,19_1_4_WARREN.png
20,1,4,WARREN,29.526,709.47,10.968,20_1_4_WARREN.png
21,1,4,WARREN,31.549,791.756,10.211,21_1_4_WARREN.png
22,1,4,WARREN,34.426,891.869,9.307,22_1_4_WARREN.png
23,1,4,WARREN,35.229,1035.277,8.77,23_1_4_WARREN.png
24,1,4,WARREN,38.846,1112.28,8.161,24_1_4_WARREN.png
25,1,4,WARREN,43.554,1221.289,7.456,25_1_4_WARREN.png
10,2,4,WARREN,4.597,155.994,22.517,10_2_4_WARREN.png
11,2,4,WARREN,5.359,177.973,20.201,11_2_4_WARREN.png
12,2,4,WARREN,5.628,212.295,18.481,12_2_4_WARREN.png
13,2,4,WARREN,6.662,235.012,17.132,13_2_4_WARREN.png
14,2,4,WARREN,7.5,269.1,15.067,14_2_4_WARREN.png
15,2,4,WARREN,8.223,304.646,13.085,15_2_4_WARREN.png
16,2,4,WARREN,8.877,349.821,13.165,16_2_4_WARREN.png
17,2,4,WARREN,9.805,398.972,12.544,17_2_4_WARREN.png
18,2,4,WARREN,10.663,453.341,11.392,18_2_4_WARREN.png
19,2,4,WARREN,11.555,503.475,10.404,19_2_4_WARREN.png
20,2,4,WARREN,13.17,551.361,10.057,20_2_4_WARREN.png
21,2,4,WARREN,14.382,646.314,8.943,21_2_4_WARREN.png
22,2,4,WARREN,14.3,722.129,8.694,22_2_4_WARREN.png
23,2,4,WARREN,15.44184,787.43,8.173,23_2_4_WARREN.png
24,2,4,WARREN,17.302883,845.341,7.393,24_2_4_WARREN.png
25,2,4,WARREN,18.477,914.067,8.094,25_2_4_WARREN.png
10,3,4,WARREN,3.557,193.042,22.677,10_3_4_WARREN.png
11,3,4,WARREN,3.946,213.023,19.193,11_3_4_WARREN.png
12,3,4,WARREN,4.486,231.136,17.843,12_3_4_WARREN.png
13,3,4,WARREN,4.754,264.43,15.719,13_3_4_WARREN.png
14,3,4,WARREN,5.251101,300.07,13.62,14_3_4_WARREN.png
15,3,4,WARREN,5.955,333.905,12.663,15_3_4_WARREN.png
16,3,4,WARREN,6.258583,372.738,12.262,16_3_4_WARREN.png
17,3,4,WARREN,7.259708,399.096,10.722,17_3_4_WARREN.png
18,3,4,WARREN,7.617,431.237,10.82,18_3_4_WARREN.png
19,3,4,WARREN,8.446,480.384,10.065,19_3_4_WARREN.png
20,3,4,WARREN,9.543,525.324,9.095,20_3_4_WARREN.png
21,3,4,WARREN,10.207039,569.388,8.539,21_3_4_WARREN.png
22,3,4,WARREN,11.093476,636.37,7.781,22_3_4_WARREN.png
23,3,4,WARREN,11.395,742.809,7.579,23_3_4_WARREN.png
24,3,4,WARREN,12.727,807.912,7.182,24_3_4_WARREN.png
25,3,4,WARREN,13.492111,864.262,6.974,25_3_4_WARREN.png
10,4,4,WARREN,3.047,262.498,22.535,10_4_4_WARREN.png
11,4,4,WARREN,3.404,287.257,19.744,11_4_4_WARREN.png
12,4,4,WARREN,3.760164,308.528,16.939,12_4_4_WARREN.png
13,4,4,WARREN,4.111,327.612,16.088,13_4_4_WARREN.png
14,4,4,WARREN,4.603551,348.6,14.173,14_4_4_WARREN.png
15,4,4,WARREN,5.375227,366.753,12.265,15_4_4_WARREN.png
16,4,4,WARREN,5.771,391.702,11.762,16_4_4_WARREN.png
17,4,4,WARREN,6.152624,449.024,10.973,17_4_4_WARREN.png
18,4,4,WARREN,7.121932,475.76,9.671,18_4_4_WARREN.png
19,4,4,WARREN,7.107478,508.534,9.826,19_4_4_WARREN.png
20,4,4,WARREN,7.811194,557.601,9.029,20_4_4_WARREN.png
21,4,4,WARREN,8.488,603.151,8.34,21_4_4_WARREN.png
22,4,4,WARREN,9.157916,679.873,7.975,22_4_4_WARREN.png
23,4,4,WARREN,10.188737,733.115,7.526,23_4_4_WARREN.png
24,4,4,WARREN,11.569711,796.981,6.827,24_4_4_WARREN.png
25,4,4,WARREN,11.473,858.038,6.629,25_4_4_WARREN.png
10,5,4,WARREN,3.405222,322.055,18.22,10_5_4_WARREN.png
11,5,4,WARREN,3.472,330.824,19.388,11_5_4_WARREN.png
12,5,4,WARREN,3.831,368.666,16.54,12_5_4_WARREN.png
13,5,4,WARREN,4.241408,391.162,14.387,13_5_4_WARREN.png
14,5,4,WARREN,4.47,406.478,14.03,14_5_4_WARREN.png
15,5,4,WARREN,5.030344,428.034,12.488,15_5_4_WARREN.png
16,5,4,WARREN,5.249,451.146,11.986,16_5_4_WARREN.png
17,5,4,WARREN,5.738,508.061,10.687,17_5_4_WARREN.png
18,5,4,WARREN,6.484749,548.214,9.735,18_5_4_WARREN.png
19,5,4,WARREN,7.273163,612.063,8.734,19_5_4_WARREN.png
20,5,4,WARREN,6.877,651.034,9.226,20_5_4_WARREN.png
21,5,4,WARREN,7.869428,679.065,8.514,21_5_4_WARREN.png
22,5,4,WARREN,8.28038,726.085,7.92,22_5_4_WARREN.png
23,5,4,WARREN,9.443,764.087,7.164,23_5_4_WARREN.png
24,5,4,WARREN,10.727678,811.839,6.808,24_5_4_WARREN.png
25,5,4,WARREN,11.887037,899.146,6.272,25_5_4_WARREN.png
10,1,5,WARREN,9.38,167.718,43.498,10_1_5_WARREN.png
11,1,5,WARREN,11.189,191.927,37.774,11_1_5_WARREN.png
12,1,5,WARREN,12.72,230.705,32.311,12_1_5_WARREN.png
13,1,5,WARREN,14.352,270.821,28.808,13_1_5_WARREN.png
14,1,5,WARREN,15.974,318.781,25.368,14_1_5_WARREN.png
15,1,5,WARREN,18.072,363.005,22.691,15_1_5_WARREN.png
16,1,5,WARREN,20.444,412.515,19.942,16_1_5_WARREN.png
17,1,5,WARREN,22.516,471.697,18.089,17_1_5_WARREN.png
18,1,5,WARREN,24.052,552.022,16.229,18_1_5_WARREN.png
19,1,5,WARREN,25.964,624.683,14.936,19_1_5_WARREN.png
20,1,5,WARREN,28.892,690.156,13.774,20_1_5_WARREN.png
21,1,5,WARREN,32.067,748.837,12.619,21_1_5_WARREN.png
22,1,5,WARREN,35.599,806.074,11.602,22_1_5_WARREN.png
23,1,5,WARREN,36.794,936.937,10.712,23_1_5_WARREN.png
24,1,5,WARREN,39.219,1040.353,9.948,24_1_5_WARREN.png
25,1,5,WARREN,43.087,1121.926,9.151,25_1_5_WARREN.png
10,2,5,WARREN,5.183,175.17,37.02,10_2_5_WARREN.png
11,2,5,WARREN,5.6,202.686,36.576,11_2_5_WARREN.png
12,2,5,WARREN,6.631,213.696,31.093,12_2_5_WARREN.png
13,2,5,WARREN,7.327,239.089,26.378,13_2_5_WARREN.png
14,2,5,WARREN,8.103,267.534,25.501,14_2_5_WARREN.png
15,2,5,WARREN,8.377,320.369,22.009,15_2_5_WARREN.png
16,2,5,WARREN,8.879,366.9,23.072,16_2_5_WARREN.png
17,2,5,WARREN,10.292,383.904,20.559,17_2_5_WARREN.png
18,2,5,WARREN,11.325,419.218,19.17,18_2_5_WARREN.png
19,2,5,WARREN,12.575,452.868,17.044,19_2_5_WARREN.png
20,2,5,WARREN,13.23,519.238,15.732,20_2_5_WARREN.png
21,2,5,WARREN,14.207,571.028,15.572,21_2_5_WARREN.png
22,2,5,WARREN,15.398,619.126,14.456,22_2_5_WARREN.png
23,2,5,WARREN,15.933,711.03,13.21,23_2_5_WARREN.png
24,2,5,WARREN,16.756,803.002,12.564,24_2_5_WARREN.png
25,2,5,WARREN,17.928,888.626,11.392,25_2_5_WARREN.png
10,3,5,WARREN,4.29,230.762,38.519,10_3_5_WARREN.png
11,3,5,WARREN,4.427,262.979,32.414,11_3_5_WARREN.png
12,3,5,WARREN,4.679,296.002,28.814,12_3_5_WARREN.png
13,3,5,WARREN,5.063,315.098,27.856,13_3_5_WARREN.png
14,3,5,WARREN,5.76,326.372,24.28,14_3_5_WARREN.png
15,3,5,WARREN,6.299,354.243,21.163,15_3_5_WARREN.png
16,3,5,WARREN,6.856,371.624,20.562,16_3_5_WARREN.png
17,3,5,WARREN,7.504,400.84,18.063,17_3_5_WARREN.png
18,3,5,WARREN,7.851,455.7,16.499,18_3_5_WARREN.png
19,3,5,WARREN,8.313,485.412,16.612,19_3_5_WARREN.png
20,3,5,WARREN,9.334,502.192,15.085,20_3_5_WARREN.png
21,3,5,WARREN,9.482,571.004,14.531,21_3_5_WARREN.png
22,3,5,WARREN,10.142,625.212,13.046,22_3_5_WARREN.png
23,3,5,WARREN,10.715,695.456,11.939,23_3_5_WARREN.png
24,3,5,WARREN,11.436,757.323,11.692,24_3_5_WARREN.png
25,3,5,WARREN,12.075,788.752,11.743,25_3_5_WARREN.png
10,4,5,WARREN,3.943,321.94,39.451,10_4_5_WARREN.png
11,4,5,WARREN,4.053,351.228,34.509,11_4_5_WARREN.png
12,4,5,WARREN,4.472,359.724,29.441,12_4_5_WARREN.png
13,4,5,WARREN,4.864,377.146,25.006,13_4_5_WARREN.png
14,4,5,WARREN,5.27,400.613,21.619,14_4_5_WARREN.png
15,4,5,WARREN,5.56,416.276,21.231,15_4_5_WARREN.png
16,4,5,WARREN,6.046,440.27,18.557,16_4_5_WARREN.png
17,4,5,WARREN,5.942,498.162,18.566,17_4_5_WARREN.png
18,4,5,WARREN,6.609,511.392,16.712,18_4_5_WARREN.png
19,4,5,WARREN,6.732,590.848,14.788,19_4_5_WARREN.png
20,4,5,WARREN,7.308,626.104,13.546,20_4_5_WARREN.png
21,4,5,WARREN,7.413,665.46,14.428,21_4_5_WARREN.png
22,4,5,WARREN,8.225,682.832,13.227,22_4_5_WARREN.png
23,4,5,WARREN,8.626,723.582,12.673,23_4_5_WARREN.png
24,4,5,WARREN,9.397,761.697,11.478,24_4_5_WARREN.png
25,4,5,WARREN,10.024,821.618,10.442,25_4_5_WARREN.png
10,5,5,WARREN,3.432,491.13,39.309,10_5_5_WARREN.png
11,5,5,WARREN,3.686,499.464,33.511,11_5_5_WARREN.png
12,5,5,WARREN,3.994,507.984,28.822,12_5_5_WARREN.png
13,5,5,WARREN,4.364,516.686,24.993,13_5_5_WARREN.png
14,5,5,WARREN,4.574,556.697,22.182,14_5_5_WARREN.png
15,5,5,WARREN,4.98,576.854,19.607,15_5_5_WARREN.png
16,5,5,WARREN,5.138,593.202,19.577,16_5_5_WARREN.png
17,5,5,WARREN,5.627,611.551,17.264,17_5_5_WARREN.png
18,5,5,WARREN,5.726,641.406,17.213,18_5_5_WARREN.png
19,5,5,WARREN,6.298,654.652,15.588,19_5_5_WARREN.png
20,5,5,WARREN,6.799,686.976,13.969,20_5_5_WARREN.png
21,5,5,WARREN,7.277,735.295,12.624,21_5_5_WARREN.png
22,5,5,WARREN,6.981,811.154,12.987,22_5_5_WARREN.png
23,5,5,WARREN,7.673,828.39,11.966,23_5_5_WARREN.png
24,5,5,WARREN,7.991,922.932,11.289,24_5_5_WARREN.png
25,5,5,WARREN,8.336,954.212,10.825,25_5_5_WARREN.png
10,1,6,WARREN,10.147,183.312,49.951,10_1_6_WARREN.png
11,1,6,WARREN,11.842,213.321,42.869,11_1_6_WARREN.png
12,1,6,WARREN,13.288,254.512,36.905,12_1_6_WARREN.png
13,1,6,WARREN,15.543,287.235,32.296,13_1_6_WARREN.png
14,1,6,WARREN,17.491,329.702,28.703,14_1_6_WARREN.png
15,1,6,WARREN,19.279,383.35,25.354,15_1_6_WARREN.png
16,1,6,WARREN,21.233,442.218,22.556,16_1_6_WARREN.png
17,1,6,WARREN,23.681,497.322,20.184,17_1_6_WARREN.png
18,1,6,WARREN,25.748,562.789,18.401,18_1_6_WARREN.png
19,1,6,WARREN,28.367,634.601,16.523,19_1_6_WARREN.png
20,1,6,WARREN,30.314,714.414,15.245,20_1_6_WARREN.png
21,1,6,WARREN,34.504,755.687,13.933,21_1_6_WARREN.png
22,1,6,WARREN,37.883,824.687,12.737,22_1_6_WARREN.png
23,1,6,WARREN,39.314,946.12,11.772,23_1_6_WARREN.png
24,1,6,WARREN,43.256,1016.915,10.875,24_1_6_WARREN.png
25,1,6,WARREN,46.488,1115.451,10.054,25_1_6_WARREN.png
10,2,6,WARREN,6.337,198.592,57.492,10_2_6_WARREN.png
11,2,6,WARREN,6.857,223.461,51.302,11_2_6_WARREN.png
12,2,6,WARREN,7.389,250.885,46.499,12_2_6_WARREN.png
13,2,6,WARREN,7.839,288.97,42.473,13_2_6_WARREN.png
14,2,6,WARREN,8.851,308.487,37.866,14_2_6_WARREN.png
15,2,6,WARREN,9.445,348.983,34.036,15_2_6_WARREN.png
16,2,6,WARREN,10.251,385.582,32.153,16_2_6_WARREN.png
17,2,6,WARREN,11.742,402.078,29.137,17_2_6_WARREN.png
18,2,6,WARREN,12.824,436.896,26.988,18_2_6_WARREN.png
19,2,6,WARREN,13.292,501.398,24.624,19_2_6_WARREN.png
20,2,6,WARREN,14.268,553.344,22.393,20_2_6_WARREN.png
21,2,6,WARREN,15.646,588.606,21.372,21_2_6_WARREN.png
22,2,6,WARREN,16.853,638.278,19.833,22_2_6_WARREN.png
23,2,6,WARREN,17.853,703.994,18.238,23_2_6_WARREN.png
24,2,6,WARREN,18.086,812.38,16.876,24_2_6_WARREN.png
25,2,6,WARREN,18.82,908.928,15.662,25_2_6_WARREN.png
10,3,6,WARREN,5,307.534,54.726,10_3_6_WARREN.png
11,3,6,WARREN,5.463,316.812,49.929,11_3_6_WARREN.png
12,3,6,WARREN,5.946,330.3,43.974,12_3_6_WARREN.png
13,3,6,WARREN,6.422,348.892,41.288,13_3_6_WARREN.png
14,3,6,WARREN,6.998,365.286,35.618,14_3_6_WARREN.png
15,3,6,WARREN,7.108,411.386,35.713,15_3_6_WARREN.png
16,3,6,WARREN,7.899,424.094,31.766,16_3_6_WARREN.png
17,3,6,WARREN,8.474,453.026,27.956,17_3_6_WARREN.png
18,3,6,WARREN,8.831,495.948,24.804,18_3_6_WARREN.png
